chrom	start	end	gene1	gene2	gene1_strand	gene2_strand	inter_tss_distance	pair_type	orig_start	orig_end	cpg_overlap_fraction	cpg_obs_exp	cpg_gc_pct	H3K4me3_n_present	H3K4me3_frac_present	H3K4me3_mean	H3K4me3_cv	H3K27ac_n_present	H3K27ac_frac_present	H3K27ac_mean	H3K27ac_cv
chr5	134648481	134649304	SEC24A	SAR1B	+	-	487	divergent_overlapping	134648784	134649271	1.0	67.8	77.0	11	1.0	41.57964825326573	0.642092953728171	11	1.0	23.304444784199124	0.8174069677130514
chr5	140647057	140647919	IK	NDUFA2	+	-	714	divergent_overlapping	140647057	140647771	0.7865429234338747	60.5	59.0	11	1.0	33.46359528026427	0.495914045060415	11	1.0	8.67180202896945	0.6098624385063444
chr5	140691219	140691743	HARS2	HARS1	+	-	108	divergent_overlapping	140691429	140691537	1.0	65.5	45.0	11	1.0	34.492837790554375	0.6413995339566532	11	1.0	8.244246099721412	0.4621262687028124
chr5	149550686	149551946	CSNK1A1	ARHGEF37	-	+	475	divergent_classic	149551471	149551946	0.7896825396825397	64.5	93.0	11	1.0	34.756435725537976	0.5413232986777496	11	1.0	30.421975741868504	0.6730283804027177
chr5	150000045	150001239	HMGXB3	TIGD6	+	-	609	divergent_overlapping	150000045	150000654	0.7018425460636516	71.7	99.0	11	1.0	34.38908894656141	0.4601796290176155	11	1.0	19.107322292674652	0.6337112118695251
chr5	151770453	151772532	G3BP1	ATOX1	+	-	1488	divergent_overlapping	151771044	151772532	0.9966329966329966	62.4	183.0	11	1.0	18.477129490221017	0.48777061254419707	11	1.0	15.215529968410788	0.5696701037511351
chr5	154038623	154039109	FAM114A2	MFAP3	-	+	22	divergent_classic	154038936	154038958	1.0	64.2	50.0	11	1.0	36.11054105821995	0.523147964991215	11	1.0	11.550979323137177	0.6420492122122394
chr5	154857448	154859252	CNOT8	FAXDC2	+	-	1700	divergent_overlapping	154857552	154859252	0.7505543237250555	62.9	124.0	11	1.0	32.141192117674535	0.5155835189358031	11	1.0	23.054768951375276	0.42524347761134146
chr5	176388287	176389447	HIGD2A	NOP16	+	-	177	divergent_overlapping	176388750	176388927	1.0	58.1	84.0	11	1.0	22.413685537216853	0.32052358339669274	11	1.0	15.208631737838289	0.5233156517529485
chr5	177022498	177023114	UIMC1	ZNF346	-	+	62	divergent_classic	177022633	177022695	1.0	69.5	66.0	11	1.0	41.72940588544927	0.7618378179624051	11	1.0	11.153751072525651	0.7464858402976442
chr5	177303030	177304129	RAB24	PRELID1	-	+	54	divergent_classic	177303744	177303798	1.0	69.7	126.0	11	1.0	33.52429102222206	0.542728650572837	11	1.0	11.748018712933066	0.582341361683834
chr5	179805532	179807595	SQSTM1	MGAT4B	+	-	555	divergent_overlapping	179806397	179806952	1.0	61.4	185.0	11	1.0	29.3089591312441	0.7312483031052563	10	0.9090909090909091	7.868951888380332	0.6664809727637029
chr6	5260497	5261702	LYRM4	FARS2	-	+	93	divergent_classic	5260950	5261043	1.0	60.6	105.0	11	1.0	35.14893165320837	0.4704032682353195	11	1.0	22.183403065816336	0.4288734583815466
chr6	18154964	18156123	TPMT	KDM1B	-	+	251	divergent_classic	18155077	18155328	1.0	59.3	96.0	11	1.0	29.884403106762843	0.5712905565123374	9	0.8181818181818182	8.130702533053752	0.590288008325754
chr6	24666310	24667167	TDP2	ACOT13	-	+	104	divergent_classic	24666930	24667034	1.0	64.3	76.0	11	1.0	36.02075926811018	0.551390579324794	11	1.0	10.792256307142965	0.7032171654506002
chr6	30717059	30717726	TUBB	MDC1	+	-	13	divergent_overlapping	30717434	30717447	1.0	60.0	52.0	11	1.0	14.410173344844464	0.45322186874930354	10	0.9090909090909091	12.1656613220936	0.8392689117720974
chr6	31665038	31666316	CSNK2B	GPANK1	+	-	1057	divergent_overlapping	31665226	31666283	1.0	61.5	93.0	11	1.0	26.421384020791773	0.41094861348535566	11	1.0	18.585260397410153	0.5887994370599045
chr6	33288762	33289301	WDR46	PFDN6	-	+	54	divergent_classic	33289247	33289301	0.8051948051948052	60.1	32.0	11	1.0	41.88093629948987	0.5104902608584792	10	0.9090909090909091	6.925364204517215	0.7696595872668496
chr6	34889049	34889887	TAF11	ANKS1A	-	+	62	divergent_classic	34889192	34889254	1.0	62.3	61.0	11	1.0	39.12169840176447	0.5743010327394702	10	0.9090909090909091	5.941319687240494	0.5531696679012271
chr6	41786142	41787838	FRS3	TOMM6	-	+	1119	divergent_classic	41786542	41787661	1.0	63.4	121.0	11	1.0	29.28707967607877	0.47940771655830283	11	1.0	10.542779647252745	0.558584421846166
chr6	41921130	41921825	MED20	BYSL	-	+	359	divergent_classic	41921139	41921498	1.0	62.3	61.0	11	1.0	39.86990215931831	0.503247153777545	11	1.0	31.690535558707214	0.5680875905787034
chr6	42050357	42050866	CCND3	TAF8	-	+	155	divergent_classic	42050357	42050512	0.9135559921414538	65.8	47.0	11	1.0	24.288763275581246	0.5721094459068861	11	1.0	16.317516771893136	0.5120229475643182
chr6	43575387	43576339	XPO5	POLH	-	+	146	divergent_classic	43576038	43576184	1.0	60.3	82.0	11	1.0	40.63449886586533	0.6200601560672842	11	1.0	10.218977458900468	0.8075275933037471
chr6	43629053	43629953	GTPBP2	MAD2L1BP	-	+	275	divergent_classic	43629264	43629539	1.0	58.8	68.0	11	1.0	19.490608385916456	0.4368760656147146	11	1.0	17.98923212187724	0.5472379618947396
chr6	44126913	44128397	TMEM63B	MRPL14	+	-	539	divergent_overlapping	44126913	44127452	0.9609164420485176	66.1	137.0	11	1.0	33.50614435054749	0.6677964965382086	10	0.9090909090909091	7.6064100484306	0.6731368484228141
chr6	49463221	49463423	MMUT	CENPQ	-	+	116	divergent_classic	49463253	49463369	1.0	60.4	20.0	11	1.0	13.022836693871888	0.4948598762703182	9	0.8181818181818182	4.684927269782867	0.5469511136819386
chr6	109094357	109095544	SESN1	CEP57L1	-	+	263	divergent_classic	109094846	109095109	1.0	65.6	111.0	11	1.0	22.918788069199152	0.5774092998969242	11	1.0	17.911944884892016	0.5633066293106055
chr6	109690386	109691566	FIG4	AK9	+	-	609	divergent_overlapping	109690608	109691217	0.5245762711864407	69.1	25.5	11	1.0	29.243158758946688	0.4190553873273526	9	0.8181818181818182	5.984832841347338	0.5424297171800178
chr6	110178822	110180618	WASF1	CDC40	-	+	136	divergent_classic	110180004	110180140	0.6419821826280624	65.44999999999999	61.0	11	1.0	27.565328215245405	0.47378821995422515	11	1.0	12.722892748154777	0.5666268041130433
chr6	112087203	112087707	TUBE1	FAM229B	-	+	61	divergent_classic	112087529	112087590	1.0	63.3	49.0	11	1.0	26.70704981065416	0.5371857816683805	10	0.9090909090909091	5.899883127952207	0.6624536600470163
chr6	116253743	116254204	TSPYL4	DSE	-	+	97	divergent_classic	116254075	116254172	1.0	63.8	41.0	11	1.0	35.12852045882738	0.49879614407326756	11	1.0	17.129250544722968	0.9654937044060603
chr6	149749377	149750149	PCMT1	NUP43	+	-	222	divergent_overlapping	149749443	149749665	1.0	60.2	74.0	11	1.0	30.304256675752914	0.7140173714448431	11	1.0	11.376437622521776	0.6325755134809454
chr6	151451908	151452935	RMND1	ARMT1	-	+	99	divergent_classic	151452158	151452257	1.0	62.4	96.0	11	1.0	24.919803477411282	0.48698379258116886	11	1.0	10.848583742993998	0.5162821849259744
chr6	159788909	159790983	TCP1	MRPL18	-	+	108	divergent_classic	159789703	159789811	1.0	59.5	171.0	11	1.0	29.988623833286635	0.3630410749967608	11	1.0	14.547989946859792	0.6147647871305184
chr6	170553036	170554735	PSMB1	TBP	-	+	994	divergent_classic	170553307	170554301	0.45968216597998823	62.6	33.5	11	1.0	33.36769602902218	0.5468346940100448	11	1.0	14.811249903003137	0.6061199414008083
chr7	726448	727650	DNAAF5	PRKAR1B	+	-	952	divergent_overlapping	726698	727650	0.9184692179700499	74.5	136.0	11	1.0	20.022812652442454	0.5557874802998334	9	0.8181818181818182	5.181168305416733	1.1107799343571005
chr7	2241727	2242470	MRM2	NUDT1	-	+	20	divergent_classic	2242205	2242225	1.0	73.8	78.0	11	1.0	48.61667760705145	0.6172345516561469	11	1.0	11.131635857136798	0.9013619083056407
chr7	2353993	2355539	EIF3B	SNX8	+	-	233	divergent_overlapping	2354085	2354318	1.0	61.8	152.0	11	1.0	29.93506846039651	0.4820862671942687	11	1.0	36.78468659498811	0.46897975519594304
chr7	6008765	6009624	PMS2	AIMP2	-	+	124	divergent_classic	6009130	6009254	1.0	67.2	82.0	11	1.0	22.911320182742795	0.6190353252407027	11	1.0	15.35071296923011	0.5956622179641069
chr7	16644614	16646739	ANKMY2	BZW2	-	+	313	divergent_classic	16645817	16646130	1.0	59.8	151.0	11	1.0	28.26043735921888	0.6266732478707686	10	0.9090909090909091	11.044077626878645	0.6814496884087275
chr7	26199798	26202442	CBX3	HNRNPA2B1	+	-	368	divergent_overlapping	26201161	26201529	1.0	65.4	263.0	11	1.0	32.42487995833823	0.4953634456200254	11	1.0	20.772306429845102	0.43936722663276523
chr7	32495283	32495928	LSM5	AVL9	-	+	142	divergent_classic	32495283	32495425	0.6992248062015504	71.8	49.0	11	1.0	28.775269183332945	0.5868263653241004	11	1.0	20.255465420899966	0.7657322576853692
chr7	42932035	42932700	PSMA2	MRPL32	-	+	190	divergent_classic	42932185	42932375	1.0	59.1	50.0	11	1.0	26.290866089339787	0.417102697380454	11	1.0	10.81618849475452	0.5887038220769646
chr7	56051352	56052270	PSPH	CCT6A	-	+	80	divergent_classic	56051604	56051684	1.0	70.2	105.0	11	1.0	30.673463152483283	0.5606260511126717	11	1.0	15.932853533190336	0.5850930821415223
chr7	66995125	66995816	TYW1	SBDS	+	-	521	divergent_overlapping	66995172	66995693	1.0	61.9	63.0	11	1.0	12.555255290052138	0.44455806282664273	11	1.0	11.863413244139382	0.6307514778708417
chr7	73682796	73683850	DNAJC30	BUD23	-	+	143	divergent_classic	73683453	73683596	1.0	61.5	105.0	11	1.0	37.8105580127659	0.4583371384285885	11	1.0	13.928953633309563	0.6438264816494521
chr7	76047723	76048449	STYXL1	MDH2	-	+	46	divergent_classic	76048004	76048050	1.0	70.5	59.0	11	1.0	35.92311375238555	0.5225817192885591	11	1.0	16.68451091667843	0.5552939991418336
chr7	77798014	77799533	TMEM60	PHTF2	-	+	338	divergent_classic	77798434	77798772	1.0	65.3	139.0	11	1.0	34.60224990691217	0.5473685125477702	11	1.0	10.440690185995981	0.7209758595194604
chr7	92245467	92246537	ANKIB1	KRIT1	+	-	193	divergent_overlapping	92245973	92246166	1.0	61.6	82.0	11	1.0	44.28893574503518	0.6866723394310189	11	1.0	16.57708267940995	0.6140812909588449
chr7	92528173	92529091	PEX1	RBM48	-	+	252	divergent_classic	92528520	92528772	1.0	63.5	90.0	11	1.0	39.26519286635759	0.5304447038644251	11	1.0	13.095334194523156	0.6167830216204953
chr7	98251820	98252594	TECPR1	BRI3	-	+	146	divergent_classic	98252232	98252378	1.0	71.6	81.0	11	1.0	43.54469508840471	0.7071501076516973	10	0.9090909090909091	7.501641318258896	0.6574357002576042
chr7	99408161	99409236	PDAP1	BUD31	-	+	43	divergent_classic	99408597	99408640	1.0	61.8	84.0	11	1.0	36.634877994517254	0.5401925841374842	11	1.0	29.445086586902598	0.5729841400109028
chr7	99504531	99505345	ZKSCAN5	ZNF394	+	-	196	divergent_overlapping	99504661	99504857	1.0	63.5	62.0	11	1.0	28.16173719333165	0.4818987920405163	11	1.0	12.170258652298772	0.5414577680685115
chr7	99558248	99559346	ZNF655	FAM200A	+	-	131	divergent_overlapping	99558405	99558536	1.0	65.8	90.0	11	1.0	44.056990840850126	0.5035628457161188	11	1.0	24.505751563897096	0.5413582127475847
chr7	100100550	100102023	AP4M1	MCM7	+	-	392	divergent_overlapping	100101548	100101940	1.0	68.9	148.0	11	1.0	28.78945659908138	0.5679661754295215	11	1.0	14.390703301688824	0.47513520378405855
chr7	100428181	100430379	MEPCE	ZCWPW1	+	-	671	divergent_overlapping	100428321	100428992	1.0	64.7	199.0	11	1.0	23.3462475700581	0.4532038218030086	11	1.0	24.752559086908548	0.5638472335847146
chr7	101217016	101218420	ZNHIT1	PLOD3	+	-	256	divergent_overlapping	101218164	101218420	0.5213675213675214	62.7	63.0	11	1.0	31.573091743603914	0.5683913299598085	11	1.0	13.805298481456356	0.6244675041607826
chr7	102464676	102465335	ALKBH4	LRWD1	-	+	92	divergent_classic	102464863	102464955	1.0	73.1	83.0	11	1.0	37.78951205873114	0.5836136685564723	10	0.9090909090909091	7.300557397722639	0.7395175986687847
chr7	108569340	108570462	THAP5	DNAJB9	-	+	116	divergent_classic	108569750	108569866	1.0	65.7	99.0	11	1.0	33.42788725891192	0.6235195586069643	11	1.0	20.32876569150918	0.7765088751520244
chr7	151057209	151058339	SLC4A2	CDK5	+	-	688	divergent_overlapping	151057209	151057897	0.44601769911504424	65.5	49.0	11	1.0	15.123226479869542	0.5026679314080851	10	0.9090909090909091	5.113414752632689	0.5693872425405039
chr7	151080520	151087953	TMUB1	AGAP3	-	+	2337	divergent_classic	151083493	151085830	0.704426207453249	68.2	221.5	11	1.0	15.29380030934031	0.562877183713683	9	0.8181818181818182	5.835992939610946	0.6364507275359387
chr8	17246555	17247354	CNOT7	VPS37A	-	+	52	divergent_classic	17246878	17246930	1.0	65.1	73.0	11	1.0	34.850680609883334	0.7469306069085153	11	1.0	14.382849438531679	0.6033185609977915
chr8	27310688	27311565	TRIM35	PTK2B	-	+	209	divergent_classic	27311272	27311481	1.0	70.5	89.0	11	1.0	30.678794592422786	0.5247108257885322	10	0.9090909090909091	7.006413931856463	0.8113733137184737
chr8	30727273	30729130	GSR	UBXN8	-	+	1284	divergent_classic	30727846	30729130	0.46365105008077545	69.0	88.0	11	1.0	12.579171712563978	0.4191257137154825	9	0.8181818181818182	8.12471998668881	0.7886636750317022
chr8	38175890	38177125	BAG4	LSM1	+	-	198	divergent_overlapping	38176532	38176730	1.0	64.4	102.0	11	1.0	46.0751020207233	0.6249281780241139	11	1.0	21.086702519767908	0.6599626177577858
chr8	38996181	38997597	ADAM9	TM2D2	+	-	71	divergent_overlapping	38996753	38996824	1.0	63.8	135.0	11	1.0	30.59729392374263	0.460252612131035	11	1.0	16.693158334043662	0.6583559334511274
chr8	42541092	42542052	SMIM19	SLC20A2	+	-	772	divergent_overlapping	42541154	42541926	1.0	65.0	117.0	11	1.0	27.054113171411746	0.611682860158113	11	1.0	19.066868488628227	0.4503877049834312
chr8	42896069	42897989	HOOK3	RNF170	+	-	345	divergent_overlapping	42896945	42897290	1.0	67.9	235.0	11	1.0	32.484804327702285	0.49265201213503834	11	1.0	15.555740723638898	0.6668910726269162
chr8	47959898	47960278	PRKDC	MCM4	-	+	6	divergent_classic	47960178	47960184	1.0	63.2	36.0	11	1.0	33.95069411368461	0.7141627302479047	9	0.8181818181818182	10.182923479132247	0.6395898377274772
chr8	55772933	55773648	TMEM68	TGS1	-	+	38	divergent_classic	55773407	55773445	1.0	69.2	77.0	11	1.0	33.293591416409065	0.5272610816151162	11	1.0	19.354233816968275	0.4776197667837119
chr8	73293988	73295944	RDH10	RPL7	+	-	1188	divergent_overlapping	73294601	73295789	1.0	67.0	205.0	11	1.0	28.734682742397926	0.5075485633786522	11	1.0	11.965182180829515	0.6187208335422151
chr8	73971999	73972436	ELOC	TMEM70	-	+	129	divergent_classic	73972307	73972436	0.8421052631578947	66.3	37.0	11	1.0	21.11834545989827	0.8224930620692027	11	1.0	7.395533446924126	0.7597387026215313
chr8	86514331	86515044	RMDN1	CPNE3	-	+	77	divergent_classic	86514357	86514434	1.0	67.6	63.0	11	1.0	37.63153148509425	0.5614031236670292	9	0.8181818181818182	7.136767903263503	0.7981547973978188
chr8	90000913	90003228	DECR1	NBN	+	-	1824	divergent_overlapping	90001404	90003228	0.48596112311015116	63.5	89.0	11	1.0	21.622156068498548	0.4701966778774043	10	0.9090909090909091	10.883750505870244	0.5525668093571852
chr8	103414666	103415595	DCAF13	SLC25A32	+	-	476	divergent_overlapping	103414713	103415189	1.0	63.8	98.0	11	1.0	28.14616473155214	0.4062778473301769	11	1.0	18.989778368768505	0.5804949889748879
chr8	108443371	108444034	EIF3E	EMC2	-	+	104	divergent_classic	108443496	108443600	1.0	65.3	58.0	11	1.0	27.626868480866495	0.36370805922546695	11	1.0	17.682067049431502	0.7915313945379682
chr8	116766248	116766925	UTP23	EIF3H	+	-	421	divergent_overlapping	116766504	116766925	0.9734121122599705	62.1	57.0	11	1.0	32.90421695622844	0.6011214724732158	11	1.0	11.996810743579509	0.6912350615412335
chr8	123041817	123042493	TBC1D31	DERL1	+	-	335	divergent_overlapping	123041967	123042302	1.0	66.4	78.0	11	1.0	32.818764065468315	0.7039419955238196	11	1.0	9.86611430608865	0.6303142992698952
chr8	124538970	124539458	NDUFB9	TATDN1	+	-	358	divergent_overlapping	124539100	124539458	0.6352459016393442	64.5	34.0	11	1.0	34.39646620229885	0.4094709686059113	11	1.0	17.28664512476605	0.48788508356994736
chr8	125091518	125091880	NSMCE2	WASHC5	+	-	141	divergent_overlapping	125091678	125091819	1.0	71.0	39.0	11	1.0	30.604016980772816	0.4773658199613766	10	0.9090909090909091	9.444675625184862	0.8218868046308769
chr9	26946849	26947580	IFT74	PLAA	+	-	204	divergent_overlapping	26947038	26947242	1.0	67.6	72.0	11	1.0	40.08429369265617	0.7021709136514055	11	1.0	26.55053734490644	0.6763824239090943
chr9	32550561	32552586	SMIM27	TOPORS	+	-	1443	divergent_overlapping	32551143	32552586	0.974320987654321	57.8	146.0	11	1.0	34.764480181734655	0.5096198665943015	11	1.0	16.29877333220662	0.5141111240650764
chr9	33025084	33025799	APTX	DNAJA1	-	+	142	divergent_classic	33025130	33025272	1.0	71.6	79.0	11	1.0	37.89954593753871	0.6707731960727583	11	1.0	17.14180284763437	0.5181271730851311
chr9	33263783	33265120	BAG1	CHMP5	-	+	158	divergent_classic	33264720	33264878	1.0	60.9	112.0	11	1.0	31.008072250319113	0.43063372280376183	11	1.0	11.903928740612661	0.6297628130867856
chr9	34637203	34638132	SIGMAR1	GALT	-	+	288	divergent_classic	34637844	34638132	0.8073196986006459	65.2	70.0	11	1.0	33.23964441059007	0.6681639746729919	11	1.0	7.6579978669858955	0.7653585630784867
chr9	35731813	35732760	TLN1	CREB3	-	+	402	divergent_classic	35732195	35732597	1.0	70.3	89.0	11	1.0	20.63302334597389	0.4192996213603579	11	1.0	10.997885961741057	0.6259685982607164
chr9	35748656	35749286	GBA2	RGP1	-	+	58	divergent_classic	35749228	35749286	0.9904761904761905	71.0	63.0	11	1.0	30.685056665741858	0.44947098910181965	10	0.9090909090909091	13.14364888617802	0.8061343669587899
chr9	35814450	35815354	TMEM8B	HINT2	+	-	904	divergent_overlapping	35814450	35815354	0.5199115044247787	74.7	54.0	11	1.0	23.707131980593775	0.4678388040320214	11	1.0	12.4234889250616	0.7762895167536602
chr9	71910595	71911763	ABHD17B	C9orf85	-	+	316	divergent_classic	71911193	71911509	0.5573630136986302	67.95	37.0	11	1.0	29.29983262867818	0.49611634742946026	11	1.0	10.762776283318269	0.5751496503482975
chr9	75087969	75088903	NMRK1	OSTF1	-	+	296	divergent_classic	75088217	75088513	1.0	63.2	94.0	11	1.0	30.430122338301956	0.5239249537670193	11	1.0	9.799346299975314	0.4783632417439782
chr9	83979411	83981227	HNRNPK	RMI1	-	+	166	divergent_classic	83980631	83980797	1.0	66.2	177.0	11	1.0	34.985740589968714	0.5178330608536982	11	1.0	31.323539059002062	0.5709972170925974
chr9	93451058	93453581	FAM120A	FAM120AOS	+	-	1897	divergent_overlapping	93451684	93453581	0.6393182718985335	65.5	166.0	11	1.0	35.47638497823956	0.4718662989700611	11	1.0	12.392237875431885	0.522300302260394
chr9	97633058	97634132	TSTD2	NCBP1	-	+	299	divergent_classic	97633368	97633667	1.0	68.0	116.0	11	1.0	27.182549208416003	0.5304498864949759	11	1.0	24.55590525124801	0.5097877080687084
chr9	99221437	99222679	ALG2	SEC61B	-	+	121	divergent_classic	99221942	99222063	1.0	65.2	112.0	11	1.0	37.270241307025806	0.5546816816914579	11	1.0	29.32735686908155	0.5686371908533261
chr9	100098493	100099395	ERP44	INVS	-	+	190	divergent_classic	100099052	100099242	1.0	61.4	69.0	11	1.0	28.47131003607709	0.38250904909397027	11	1.0	13.788458632171178	0.6990510368145745
chr9	101398571	101399246	MRPL50	ZNF189	-	+	232	divergent_classic	101398618	101398850	1.0	63.7	49.0	11	1.0	20.742972310816608	0.5343584777861445	11	1.0	8.086549993507154	0.6981334060251747
chr9	108933790	108934676	ELP1	ABITRAM	-	+	71	divergent_classic	108934328	108934399	1.0	63.7	83.0	11	1.0	30.480819693974173	0.5333145584213413	11	1.0	12.535743408858751	0.5559607496497245
chr9	113221139	113221778	FKBP15	SLC31A1	-	+	85	divergent_classic	113221458	113221543	1.0	64.5	60.0	11	1.0	25.878260778990725	0.6016280633149248	11	1.0	9.93430035634843	0.5847955529362469
chr9	113275269	113275949	CDC26	PRPF4	-	+	69	divergent_classic	113275572	113275641	1.0	64.0	56.0	11	1.0	27.283258744093914	0.4530338257844215	11	1.0	17.992929432149616	0.45213573735906004
chr9	122264536	122264971	MRRF	RBM18	+	-	238	divergent_overlapping	122264602	122264840	1.0	65.5	50.0	11	1.0	27.376738979833878	0.3663057242955368	11	1.0	22.517800493778477	0.4501159195303573
chr9	124861278	124862207	RPL35	ARPC5L	-	+	148	divergent_classic	124861981	124862129	1.0	68.6	97.0	11	1.0	32.06840927232561	0.47906090203368756	11	1.0	14.75040015890853	0.7142510057030801
chr9	127450864	127452056	RPL12	LRSAM1	-	+	82	divergent_classic	127451406	127451488	1.0	59.3	98.0	11	1.0	36.327847794311545	0.46396010971373713	11	1.0	14.620773268789508	0.6365751338828004
chr9	128275312	128276416	SWI5	GOLGA2	+	-	648	divergent_overlapping	128275378	128276026	1.0	64.0	85.0	11	1.0	33.75940027424325	0.6527345110148232	11	1.0	10.628506391572623	0.6821605600197177
chr9	128322262	128323192	TRUB2	COQ4	-	+	96	divergent_classic	128322447	128322543	1.0	64.7	93.0	11	1.0	38.108374247152476	0.7304276783921813	11	1.0	10.59462143316756	0.621962426924278
chr9	128881632	128882494	LRRC8A	KYAT1	+	-	362	divergent_overlapping	128882132	128882494	0.9721577726218097	62.5	76.0	11	1.0	33.18779839433905	0.5024049024004712	11	1.0	11.080571732571629	0.6638762553391891
chr9	128947074	128948285	DOLK	NUP188	-	+	95	divergent_classic	128947603	128947698	1.0	68.3	123.0	11	1.0	42.08677547583835	0.6498160091679668	11	1.0	17.170269381435514	0.7258651242698262
chr9	129110345	129111627	PTPA	CRAT	+	-	240	divergent_overlapping	129110949	129111189	1.0	68.8	135.0	11	1.0	25.859219895238436	0.28444762384364647	11	1.0	14.462559053068203	0.7110534205375206
chr9	129834697	129836042	USP20	C9orf78	+	-	1166	divergent_overlapping	129834697	129835863	0.8193308550185874	67.6	108.0	11	1.0	38.96004012980647	0.5284336159990962	10	0.9090909090909091	7.455124608517267	0.5962367292493631
chr9	132669656	132671075	GTF3C4	DDX31	+	-	367	divergent_overlapping	132670034	132670401	1.0	68.9	149.0	11	1.0	46.09697990394805	0.6757497673744158	11	1.0	21.580910737846207	0.6241249822684234
chr9	133347575	133348905	MED22	RPL7A	-	+	86	divergent_classic	133348131	133348217	1.0	66.4	115.0	11	1.0	38.99218533012389	0.5609345336053694	11	1.0	15.897247405755616	0.43014353041622616
chr9	133356273	133357090	SURF2	SURF1	+	-	127	divergent_overlapping	133356549	133356676	1.0	51.2	73.0	11	1.0	28.472261446392928	0.7972386383660156	9	0.8181818181818182	3.861541258422065	0.8988618213542241
chr9	136410015	136411343	ENTR1	PMPCA	-	+	15	divergent_classic	136410614	136410629	1.0	63.8	138.0	11	1.0	40.96661482170031	0.6183576667435295	11	1.0	15.058565191307004	0.8153716989951925
chr9	137188013	137189401	ANAPC2	SSNA1	-	+	99	divergent_classic	137188560	137188659	1.0	70.1	145.0	11	1.0	39.47939802060618	0.6250689440515379	11	1.0	11.254383453350426	0.8043924152579679
chr9	137204869	137206013	TMEM203	NDOR1	-	+	36	divergent_classic	137205648	137205684	1.0	68.2	118.0	11	1.0	39.81351722835947	0.4325581116549587	11	1.0	10.59446570283354	0.7581242429432468
chrX	7147236	7148447	STS	PUDP	+	-	922	divergent_overlapping	7147236	7148158	0.6564822460776218	74.8	117.0	11	1.0	29.831381318599654	0.5509063110575022	10	0.9090909090909091	10.23504527448472	0.9141360969461658
chrX	13734322	13735217	TRAPPC2	OFD1	-	+	107	divergent_classic	13734635	13734742	1.0	63.8	77.0	11	1.0	29.861458628534216	0.43677932424042526	11	1.0	16.065714910126097	0.6364307693309442
chrX	47144351	47145588	RBM10	NDUFB11	+	-	246	divergent_overlapping	47145220	47145466	1.0	61.8	102.0	11	1.0	25.412926274959236	0.5361705271027808	11	1.0	15.344210086680816	0.5932723800105517
chrX	71253962	71255146	NONO	ZMYM3	+	-	333	divergent_overlapping	71254813	71255146	0.40118243243243246	68.2	43.0	11	1.0	25.071588444046778	0.43923510212270567	10	0.9090909090909091	9.275278374205516	0.7134661115998675
chrX	101407839	101408313	GLA	HNRNPH2	-	+	209	divergent_classic	101408012	101408221	1.0	51.1	34.0	11	1.0	15.83908500689106	0.5149839464029995	11	1.0	13.594702064677485	0.5066833022325571
chrX	108091190	108091909	PSMD10	ATG4A	-	+	118	divergent_classic	108091549	108091667	1.0	61.8	58.0	11	1.0	19.353476474658695	0.40927244355453485	11	1.0	10.686099630391132	0.4670754691981758
chrX	119871288	119872254	RNF113A	NDUFA1	-	+	98	divergent_classic	119871733	119871831	1.0	60.5	79.0	11	1.0	31.09471343532107	0.4039857254640357	11	1.0	19.396318154966693	0.6037718789392378
chrX	135343658	135345132	ZNF75D	ZNF449	-	+	686	divergent_classic	135344109	135344795	0.562415196743555	68.65	37.5	11	1.0	22.702732420126733	0.3351856350193479	11	1.0	12.501205182618948	0.5893622743066448
chrX	135973512	135974546	SLC9A6	MMGT1	+	-	189	divergent_overlapping	135973840	135974029	1.0	71.0	93.0	11	1.0	22.08736513255368	0.44217273840689525	11	1.0	12.762183086858293	0.5290384586117812
chrX	149540354	149541633	EOLA1	ENSG00000241489	+	-	572	divergent_overlapping	149540354	149540926	0.7036747458952306	63.6	76.0	11	1.0	24.738295423382173	0.48978067514260865	11	1.0	14.991063292600996	0.9887445357640064
chrX	153793515	153795102	SSR4	IDH3G	+	-	997	divergent_overlapping	153793515	153794512	0.8078134845620668	68.0	131.0	11	1.0	26.597653763281745	0.41420586935774295	11	1.0	13.735608493530952	0.5585743179021486
chrX	153970620	153973029	HCFC1	TMEM187	-	+	935	divergent_classic	153971818	153972753	1.0	65.7	250.0	11	1.0	30.210276872154193	0.3997974922839328	11	1.0	30.068948768004915	0.5571501315717348
chrX	154374352	154379877	FLNA	EMD	-	+	4638	divergent_classic	154374634	154379272	0.44380090497737557	71.05	150.5	11	1.0	7.854901631636967	0.47570429172584894	11	1.0	5.669013992319698	0.42677648439045
chrX	154411398	154412338	TAFAZZIN	DNASE1L1	+	-	589	divergent_overlapping	154411523	154412112	1.0	72.2	102.0	11	1.0	24.387941944943012	0.5352856871440944	11	1.0	9.182471648887647	0.8846006569185229
chrX	155025979	155027421	FUNDC2	F8	+	-	961	divergent_overlapping	155025979	155026940	0.5416088765603329	70.2	93.0	11	1.0	13.382524780536647	0.4245234254495857	11	1.0	11.712560239693296	0.44932899675185284
chrX	155070787	155071520	CMC4	BRCC3	-	+	283	divergent_classic	155071136	155071419	1.0	60.2	73.0	11	1.0	15.586327681404219	0.4682334670982865	10	0.9090909090909091	8.408001027831359	0.596491868971313
